company,job_count
Nusummit Technologies,3
DATATERRAIN LTD,3
Inspiration Manpower Consultancy Pvt. Ltd.,3
APA Engineering,3
Zealogics.com,3
Vertex Computer Systems,3
TRY Logic Soft Solutions,3
Trai Inc,3
ICICI Prudential Life,3
Bitbybit Solutions,3
Reboot Xp,3
Blue Chip Hr Solutions,3
SRKay Consulting,3
Coditation Systems,3
Crisp Analytics or Lumiq,3
Circles,3
Dataalpha Ai,3
Provana,3
Neuralix Ai,3
Billions United,3
TELUS Digital,3
SRM Technologies,3
AIS business solution,3
Aimler Solutions,3
Deepspatial,3
Elite Wealth Advisors,3
Azul Arc,3
SVP Infotech,3
PristineAI,3
Concord Infrastructure,3
Jman Group,3
Itech India Chennai,3
BLACK & WHITE BUSINESS SOLUTIONS,3
CapeStart,3
Artpark,3
Graviton Research Capital,3
Aabhyasa Technologies,3
NTT DATA,3
Spar Krognos Marketing,3
Mr. Cooper Group,3
Fusemachines,3
ANTI-Ai PRIVATE LIMITED,3
Omnicom Global Solutions,3
Computacenter,3
Azentio,3
anagha@wizecareers.com,3
Adyog,3
Aionos,3
Progient Labs,3
Msbc Group,3
Flexm,3
Axis Services,3
Hack2skill,3
Successive Digital,3
IQVIA,3
Nineleaps,3
Tata Elxsi,3
Applied Materials,3
Hiring for Leading MNC Company,3
Now vertical,3
MOL Information Technology India Pvt Ltd,3
Arohan,3
Gramener,3
Coffeebeans Technologies,3
Huntertech Ventures,3
Yokogawa Electric International Pte,3
EMBARK SERVICES PRIVATE LIMITED,3
Natobotics Technologies,3
Purview India Consulting and Services,3
Mindtickle,3
Intellect Design Arena,3
Greysoft Solutions,3
Bista Solutions Inc,3
Mobitrail,3
Primesoft Solutions,3
Snapwork Technologies,3
Mango Sciences,3
Useready,3
Credgenics,3
Edubridge Learning,3
Zero Gravity Photography,3
Revol Process Solutions,3
A5 Labs,3
gray matrix solutions,3
One Of the MNC Comapany,3
CIEL HR,3
"inVentiv Health Clinical SRE, LLC",3
Client of Anthroplace,3
Exide,3
Blazop,3
Pmr Softtech,3
Denodo Technologies,3
Zeronorth,3
Fugro,3
Rolling Arrays,3
D3V Technology Solutions,3
Netweb Software,3
Kaizen Institute,3
Bryka Electrosystems & Software,3
Futurepath Ai,3
Mibura,3
SEO Orb The Growth Acceleration Framework,3
True Choice,3
Matsci Ai,3
Dalisoft Technologies,3
Deets Digital,3
Ovitech Solutions,3
CMMI L5 Company,3
Intigniz Solutions,3
Insignia Consultancy Solutions,3
iit jobs,3
Nauticalinfo Solutions,3
Credentek Software & Consultancy,3
Refonte Infini,3
Sleek Tech,3
Spring Health Water,3
Dbiz.ai,3
Oportun,3
NEC Software Solutions,3
Abbott,3
Ascendeum,3
Miracle Solution,3
Principal Global Services,3
Majesco,3
WFA Consultants,3
CareerFocusConsultancy,3
TechUnido,3
ValueAdd,3
Leading Asset Management Firm,3
Weblee Technologies,3
Srmb Srijan,3
Uparcel,3
Idea Elan,3
Oerlikon Balzers,3
Tekclan,3
Mindera,3
Prabha Solutions,3
Expert App Devs,3
Vertiv Group Corp,3
Pune Based Next Gen DIgital Engineering Enterprise,3
Mycitypune,3
Tanishqa Quintessence Management Services,3
Wayfair,3
Air Liquide,3
Coderound Ai,3
IT Sphere,3
Reelo,3
Finjo,3
Manektech,3
Squirrel Softech Services,3
Glib,3
Csk Technologies,3
Facts N Data,3
Trueledge Hr And Accounting Services,3
Mount Talent Consulting,3
Nihilent,3
Innoverv Global,3
Hitachi Vantara,3
Seaportai,3
Aaxeleron,3
Infotel Uk Consulting,3
Ramboll,3
Artic Consulting,3
Arroact,3
Petpooja,3
Omnimd,3
Evince Development,3
RK HR MANAGEMENT,3
Infibeam Inc,3
Devangles Software,3
Veeda CR,3
Hirani Associates,3
Lagozon Technologies,3
Linkageit,3
Voiceplug,3
Motivity Labs,3
Capital Placement Services,3
Meesho,3
Pegasus Knowledge Solutions (PKSI),3
Satsure Analytics,3
Bombay Softwares,3
NJ Group,3
Proofpoint,3
Adytuminfotech,3
Weboccult Technologies,3
Navia Energy,3
Forneu,3
Pronix It Solutions,3
Baffle,3
Drive Terra,3
Prowebhill,3
Keylent,3
Humancloud Technologies,3
Winjit Technologies,3
Bharatnxt,3
Sarvam,3
Cardinal Health,3
CDW TECHNOLOGIES INDIA PRIVATE LIMITED,3
Retransform,3
Inginit,3
Bright Infotech,3
BVG India,3
Hitech Human Capital,3
Smytten,3
United HR Solutions,3
Nexucon Consultancy Services,3
Zakapps Software,3
ION,3
Placement Pandits Consulting,3
Doodleblue Innovations,3
Victrix Systems & Labs Pvt. Ltd.,3
Client of CAREER PATRONAGE,3
Modulr,3
Revenue Technology Services,3
EXCELPTP,3
Raapid,3
University Of Cambridge,3
Shreeyaansolusmart,3
World Wide Technology,3
Dr Agarwals Eye Hospital,3
Talentica,3
Tecnoprism,3
Leading ITES Company,3
Medpace Clinical Research India,3
Vivid Techno Solutions,3
Accrete.AI,3
Boomi Software,3
Airamatrix,3
Lets Viz Technologies,3
BM Digital,3
Skyleaf Consultants,3
Umanu,3
Doshion Polyscience,3
Lubi Electronics,3
Emendate India Bpo,3
Ansell,3
Newfold Digital,3
Sun Pharma,3
Innofied,3
ZINFI,3
Quantum Learnings,3
Data Engineer for Leading CMM Level 5 Compnay,3
Seikor,3
Shyftlabs,3
ANR Software,3
Priceline,3
Science Systems & Applications,3
Cardinal Drugs Ltd.,3
Kintellect Partners Llp,3
Algoleap Technologies,3
Talentall Recruitment Services,3
Xceltec,3
Aristocrat,3
Techahead Software,3
Successive Technologies,3
Appinventiv Technologies,3
sigfig-2,3
Deals4loans,3
Nest Digital,3
TTK Services,3
Devotrend,3
Total Shape,3
Swift-logix Solutions,3
Shell Info Technologies,3
Talent Socio,3
Business Brio,3
Khan Academy,3
Walking Tree,3
Better Mortgage,3
Nucleus Software Exports,3
HDFC Life,3
Capita,3
Gateway International,3
Hackerrank,3
Jumio Corporation,3
Global It Family,3
Wabtec,3
TEM Association,3
Experian,3
Global Industrial,3
Beckman Coulter,3
Fiftyfive Technologies,3
Winzo,3
Digital Global Services,3
The Scholar,3
Gresham Technologies,3
Drip Capital,3
TalaKunchi,3
AnandRathi,3
Affle,3
Insurity,3
Sociomix,3
Puma Energy,3
Hiring Squad,3
Rama Medicare,3
Techy Geek Hub,3
Voya India,3
Neuron7,3
Popreach Technologies,3
Motilal Oswal Financial Services (MOFSL),3
Prodigy Infotech,3
JSW Steel,3
Hiring for client,3
Technical Offerings & System Solutions,3
Amlgo Labs,3
Valueonshore,3
Wartsila,3
Eclinical Solutions,3
Remotestar,3
Yum! India,3
Plative,2
Skillnet Solutions,2
Icit,2
Geecon Systems,2
Sakash Group,2
Zenvior Technologies,2
Digiinterface,2
Envecon It Systems,2
Anayasmi Infotech,2
Vakils Premedia,2
Insight Global Technologies,2
Website Developers India,2
Valuenable,2
Fortune 500 IT Services Company,2
Product based IT Company,2
Mitr Learning Media,2
EPPS INFOTECH PVT LTD,2
Quantfunda Solutions,2
Esoft Solutions,2
Siclarity,2
Chowgule Mediconsult,2
Droom Media,2
rimpac,2
Mishipay,2
Koireader Technologies,2
Ganit Business Solutions,2
Relevance Lab Inc,2
Gridlogics Technologies,2
sharpheads,2
Millipixels Interactive Llp,2
Mirafra,2
Innovatexiq Solutions,2
Teksystems,2
Playo,2
Bottle Lab Technologies,2
Onprice Infotech,2
Cellstrat,2
Emids Technologies,2
Bonami Software,2
Hackveda,2
Enflexis Solutions,2
Eglogics,2
Intellioz Solutions,2
Netcom Learning,2
Netedge Computing Solutions,2
Gaia Smart Cities,2
JK Technology Services,2
Suventure Services,2
Synergyworks,2
Intelgic Technologies,2
Agiliad,2
Hireginie Talent Cloud,2
Locus It Services,2
Symphonyincubator Business Services,2
Global Technology Company @ Pune,2
Data Collection Infotech,2
Global Technology Solutions Company @ Pune,2
Mascot E Services,2
Versante Software Technologies,2
Applied Data Finance,2
CBA Cross Border Associates,2
Briefly,2
Nuvant Consulting Group,2
Workiy Technologies,2
Iris Info,2
TRooTech,2
Swec Education Immigration Services Llp,2
Dgliger Consulting,2
GSR Business Services,2
Nam Info Pvt Ltd,2
i-Qode Digital Solutions Private Limited,2
Easyrewardz Software Services,2
Altraize,2
Yocreativ,2
Data Infovision P,2
PB Partners,2
Nile,2
Mindlink Infotech,2
VED Infomedia,2
Rivulet Digital,2
Madhda Business Solutions,2
Uncanny Consulting Services,2
IndiaNIC,2
Finbyz Tech,2
Dynatech Systems,2
Process360,2
Diagnal Technologies,2
Infocastel,2
Arcs Technologies,2
Coppertaurus Technologies And Consulting,2
Nicco Ventures,2
Robestek Solutions,2
Chord Technologies,2
Signzy,2
Clix Capital Services,2
FieldAssist,2
"Medocity, Inc",2
Indian Service Based Company,2
Novel Patterns,2
The Glove,2
Multiverse Solutions,2
ArohaTech,2
Welocalize,2
Majid Al Futtaim,2
Neuronimbus Software Services,2
Cloud Analogy,2
unionsystems technologies,2
Savitr Software Services P,2
Cognyte Analytics India,2
Talent Cabin,2
Agm Infra Solutions Private Limited,2
SDG Corporation,2
Ingold Solutions,2
TechMatrix,2
Techneplus Software India,2
Alcor,2
Agaram Infotech,2
Oasys Cybernatics,2
Sonata Software,2
Apollo Pharmacy,2
Techshu Consultancy,2
Verizon Media Group,2
Temenos,2
Redcliffe Labs,2
Suki Software Solutions,2
Shakti Infosolutions,2
Stri Consulting,2
Evonsys India,2
Cyient,2
Egdk,2
Infiniti Research,2
Ecordon Solutions,2
Cardekho.com,2
Preqin,2
Solulever,2
Tsaw Drones,2
Koenig Solutions,2
Editorialist Yx,2
The Closing Gap,2
SOLVERMINDS Solutions & Technologies Pvt.Ltd.,2
Leading IT Company,2
TalentAll Recruitment Services,2
Expert Solution Technologies,2
Mizuho Global Services,2
Stradegi Solutions,2
Propel Technologies Inc,2
Episode Six Inc,2
Twixor,2
Virtuoso Staffing Solutions,2
Nila Apps,2
Verisk,2
Quantum India Group,2
Myhq,2
Amity Software Systems,2
Cognex Technology,2
Finlender,2
Saasworx Consulting,2
India Mortgage Guarantee Corporation (IMGC),2
Rol Consultancy Faridabad,2
Marsh Risk,2
Dselva Infotech,2
AKS Websoft Consulting,2
Travelwings Com,2
Mamaearth,2
Adecco India,2
WPP Production,2
Boston Scientific,2
Dunnhumby,2
Panamoure,2
Intellinet Systems,2
FNZ Group,2
Patch Infotech,2
NLB Service,2
National Australia Bank (NAB),2
Audax Labs,2
Alletec,2
workxmate,2
CLOUD STRAT,2
Eazy Erp Technologies,2
Eazy Dms,2
Kirloskar Industries,2
Ikigai Labs,2
Bizviz Technologies,2
Vegapay,2
Volvo Auto,2
Softdel Systems,2
EdgeVerve Systems,2
Impact Analytics,2
Showpad,2
Amuraindia Software Solutions,2
Baranwal Consultancy And Services,2
Shipco It,2
Spanidea,2
SPAR Solutions,2
Harbinger Systems,2
Sensata Technologies,2
Latent Bridge,2
Idemia Syscom,2
Optimus Information,2
Digital Piloto,2
Clirnet Services,2
Brainware University,2
mPokket Financial Services,2
Vidpro Consultancy Services,2
Nexzu Mobility,2
Nomura Research Institute India Pvt Ltd ( NRI India ),2
Xerox Business Solutions Southeast,2
Finzly,2
Scan IT,2
"Allscripts(India) LLP, ultimately a subsidiary of Altera Digital Health Inc.,[Altera India]",2
Aliengena Captive,2
Phoenix Knowledge Management,2
Merck Sharp & Dohme (MSD),2
Anchanto Services,2
Ample Enterprise Technologies,2
Iiedm,2
Entero Healthcare Solutions,2
Becton Dickinson,2
Hyperion Materials & Technologies,2
Wijungle,2
Mount Intra Finance,2
IWG Plc,2
SKS Enterpprises,2
Crayontek,2
Greyamp Consulting Services,2
Nykaa,2
Surya Software Systems,2
Codespaze,2
Idemia Group,2
Polestar,2
Impactqa,2
FMC,2
Openlm India,2
Savista,2
Kliento Technologies,2
FCI CCM,2
Appsinvo,2
Quantum Phinance,2
SGS India,2
Axis Finance (AFL),2
Ebixcash Worldmoney,2
First Flight Couriers (FFCL),2
Wcities,2
Madsmania Edutech,2
ThoughtWorks,2
Galderma,2
Bandhan Life,2
Truhome Finance Ltd,2
Datagrid Solutions,2
Jasper Tech Labs,2
Insights India Relationship Management Services Pvt. Ltd.,2
Celusion Technologies,2
D2K Technologies,2
Navtor,2
Violet Infosystems,2
Cognext,2
Think Hall Training And Consultancy,2
Runwal Realty,2
Rejolut A GenAI Web 30 Company,2
Attulya Bhaarat Software Solution,2
PENTOZ,2
PM AM Corporation,2
Germane Analytics,2
C2L BIZ,2
BIG4,2
Netscribes,2
Flyonit Infrastructure,2
Navigators Software,2
Neuraflash India,2
CG Infinity,2
Visdum,2
Saxon Global,2
Techcarrot Fz-llc,2
A client of Cloud Talent Search,2
RISEBIRD,2
Inference Labs,2
Innov7 Lab,2
One of The MNC company,2
Jio,2
Fabric,2
Nelito System,2
Credence Analytics,2
Achnet,2
Xyram Software Solution,2
Astreya,2
People10,2
Diligent,2
V2SOLUTIONS,2
NuStar,2
Geeksoft,2
Renault Nissan Technology & Business Centre India,2
Chisquarelabs,2
Husky Injection Molding Systems,2
Myndroot,2
Mahiruho Consulting Services,2
Objectways Technologies,2
Cantik Technologies Pvt Ltd,2
Kairos Technologies,2
Wilco Source,2
Dynpro,2
Integra Software Services,2
Blocktxm,2
UFS Networks,2
Big4 Company,2
Web Synergies,2
Global Technology Company @ Pune (Kothrud or Baner),2
E Solutions It Services,2
NVISH,2
Metaforge IT solutions,2
Visara Human Capital Services,2
illumifin,2
Appzoc,2
Sprinklr,2
Anyworks In,2
Digitide Solutions,2
Appstrail Technology,2
One of our Leading Software MNC,2
EXL Services,2
Coginsys Technology,2
Banking Organization,2
Meyrahkee,2
Aarch Solutions,2
Fiddich Consulting,2
BOT Tech,2
Ibs Fintech,2
Arena Investors,2
Euphoric Thought Technologies Pvt Ltd,2
Protocol Zone,2
Getondata Solutions,2
Oplinnovate,2
Tatvic Analytics,2
R3coder,2
Eduberance,2
InfoLabz IT Services Pvt. Ltd,2
Nupeak IT Services Pvt Ltd,2
RightWave InfoSolutions (Pvt) Ltd.,2
SuperProcure,2
Ezeeroll,2
Stanra Tech Solutions,2
Rezo,2
"Top B2C/B2B Corporate,MNC in IT Services Domain",2
TrueTech Solutions,2
Xiphias Software Technologies,2
OnTime Global Pvt Ltd,2
Actualize Consulting Engineers,2
Acro Hr Solutions,2
Internal,2
Scalable Systems,2
Xtag Services,2
Yallo Retail,2
Panasa,2
Zimperium Inc.,2
Cojective Labs,2
Ensemble Health Partners,2
Zynofus Technologies,2
IBS Software Services,2
Clustrex Data,2
Bandi Informatics,2
Swaas Systems,2
Radixweb,2
Integrity Knowledge Services,2
Mario Elevate Llp,2
Vinculum Solutions,2
Client of United HR Solutions,2
United Hr Solutions,2
Masscom Corporation,2
Ramesh Parasmal Jain & Co.,2
Esparkbiz Technologies,2
Dinjan Infotech,2
Otelier,2
Advanced Risk Analytics,2
Surbhi Finsec,2
Sangita Infotech,2
Perficient India,2
Cvviz Softwares,2
Mindstech Recruitments,2
Data First,2
KR It Solutions Bengaluru,2
CBNITS,2
HUCON Solutions,2
"Top B2B Corporate, Management Consulting Firm",2
Cheq Digital,2
Prishatech India Pvt Ltd,2
Omnissa,2
Netradyne,2
An international BPO,2
client of Anlage,2
Group Ugx Systems Gurugram,2
Dentsply Sirona,2
Novumgen,2
Pacific Global Solutions,2
Wappnet Systems,2
Softweb Solutions,2
Dataorb Inc.,2
Kanerika Software,2
Wpweb Infotech,2
Growth Heist,2
Kamlax Technologies (opc),2
Hollister Medical India,2
edWisor.com,2
ZS Associates ( India ) Pvt Ltd,2
Wiztango,2
Alphacom Systems And Solutions,2
Zetwerk,2
Oroprise Solutions,2
Cfs-zipp,2
Optisol Business Solutions,2
Data Software Research Company (DSRC),2
SIGMA,2
Galaxy Health Insurance Company,2
Silverlink Technologies,2
Akuntha Projects,2
ISEARCH CONSULTING SERVICES,2
Tekskill,2
Ahom Technologies,2
Nice Software Solutions,2
Lytika Co,2
The Digital Group Infotech,2
Foray Software,2
Liebherr Appliances India,2
Assent,2
Synergy Group,2
Buckman,2
Nordex Group,2
C1X,2
Iboon Technologies,2
Nividous Software,2
Parex Technologies,2
Nascent Info Technologies,2
Sandcup Design Studio,2
Matiyas,2
Stefanini,2
REG Education & Immigration,2
Market Pulse,2
Teladoc Health,2
"One of the leading IT Firm in Government projects in India, UAE & USA",2
Central Depository Services,2
Intech Creative Services,2
Data Center Design,2
electronics,2
Qube Research And Technologies,2
Ns3techsolutions,2
Prudence Analytics Software Solutions,2
BCT Consulting Private Limited,2
Cloud Raptor,2
Banyan Data Services,2
AxionConnect,2
Bigtapp,2
o9 Solutions,2
Relanto,2
Iquanti,2
Lifesight,2
Talent Drive Consulting (Hiring for a Reputed Digital Marketing & Media Company),2
Kimberly-Clark Corporation,2
Inmobi,2
Aelius Consultants Pvt. Ltd.,2
Bitgo,2
Eastvantage,2
SE Mentor,2
Mystifly Consulting,2
Innoventes Technologies,2
Encodedots,2
Ecosmob Technologies,2
Groupe Credit Agricole,2
Prakash Software,2
Pixiebytez Innovations,2
Sndk Corp,2
Innodel,2
Webs Optimization Software Solution,2
Infiligence,2
Teamlease Digital,2
Hotfoot,2
Gitakshmi Technologies,2
Prescience Decision Solutions,2
Agm Infra Solutions,2
ATS Corporation,2
Sagous,2
Zeomega Infotech,2
Caprus It,2
Naukri E-hire,2
other,2
Eli Lilly And Company,2
EVERSANA India Pvt. Ltd,2
Tranzeal,2
"AI-driven SaaS for web, mobile and API testing",2
KAS Services,2
TSIT Digital Technologies pvt ltd,2
Norwin Technologies,2
EduRun Group,2
Peoplelogic Business Solutions,2
Johnson Electric,2
Jman Digital Services,2
Synergy Maritime,2
Vikruthi Technologies,2
Rentable Co,2
Venture Smarter,2
Digiwagon,2
Aryma Labs,2
Shine Infosoft,2
Quytech,2
Crossfit,2
Leewayhertz Technologies,2
Sailpoint Technologies,2
Shield Ai,2
Treering,2
Embrace Software,2
Quantum Loop Ai,2
Huzzle,2
32co,2
Teikametrics,2
Clickhouse,2
Tquanta Technologies,2
Panj Solutions,2
phData,2
Zoom Info,2
Zoom Start India,2
Mariadb,2
Vulcury,2
Intellify Solutions,2
Ziff Davis,2
Mapup,2
Cognitivecare,2
Intechnative Systems & Services,2
Chegg Inc.,2
orcapod consulting services private limited,2
Vlink,2
Spruce Infotech,2
Dev Information Technology,2
Neura Monks,2
Shaligram Infotech,2
Advaiya Solutions,2
Techify,2
Definitive Healthcare,2
Bread Financial,2
Ingersoll Rand,2
Visar Software Llp,2
Tech SMCSquared GCC,2
Itorizon,2
Camco Technologies,2
VD Consultants,2
Cashcraft,2
DnT Infotech,2
Esolz Technologies,2
with one of our Level 5 Client,2
Bcforward,2
Swami Vivekananda Institute of Science and Technology (SVIST),2
Geotech Infoservices,2
Cal4care,2
Dexlab Analytics,2
KMK Consulting,2
MWB Technologies,2
Ele5 Solutions,2
datavruti,2
Maven Marketing,2
Feathersoft Info Solutions,2
The World Bank,2
TVS Credit Services Ltd,2
ZF,2
We Shine Academy,2
Cloudaims Infotech,2
Cision,2
Omni Reach,2
NextGen Invent,2
Mold Masters,2
Inner Eye Consultancy Services,2
Msh Business Consulting,2
Fly On It India,2
Pinkerton,2
Awiros,2
Nanonets,2
Swaran Soft,2
Fort Technologies,2
Advatix Apac Logistics,2
Balbix,2
Ocrolus East,2
Black & White Engineering Services,2
Emeritus,2
IHG Hotels & Resorts,2
Recruito,2
Access Healthcare,2
Neowaretechnology Solutions,2
Danfoss,2
Agiletech Info Solutions,2
Cognitud,2
Pacific IT Consulting Pvt Ltd,2
A client of Symphoni HR,2
Adya Wifi Metering,2
Hypersonix,2
Tekmetric,2
Lateetud,2
Nordson Corporation,2
Hughes Systique,2
Upadpro Software & Services,2
Emicon Advisory Services,2
Docyt,2
Evoke HR solution,2
TechPerspect,2
Dpdp Consultants,2
Oswaal Books,2
Fan Tv Ai,2
Texlon,2
Monotype Solutions India Private Limited (India),2
Aeris Infrastructures,2
Aeris Communications,2
Ibcscorp,2
MJC Globaltech,2
State Street,2
Newton School,2
Authentic Staffing Agency,2
Ideapoke,2
MakeMyTrip,2
CommerceIQ,2
ZF Steering Gear India Ltd.,2
Smart Energy Water,2
Elfonze Technologies,2
Cialfo Solutions,2
Galytix Analytics,2
Abcloudz,2
Upstack,2
Brown Tech Int.,2
Irth Solutions,2
Finnup Solutions,2
OneGTMLab,2
Radon Global Tech Services Hyderabad,2
Impressico Business Solutions,2
Servoedge Technologies,2
Mirketa Software,2
Arizon Infocom Private Limited,2
UKG,2
Barco,2
Eximietas Design,2
Zynoviq Solutions,2
Naukri E Hire Campaign,2
GainInsights Solutions Pte. Ltd,2
Wood India Engineering & Projects,2
Particle Black,2
TekWissen,2
Global Foundries Inc,2
Eloelo,2
Khatabook,2
Tesco,2
Stanley Black & Decker,2
Sabre,2
Clairvolex,2
TecOrb,2
Culture Holidays,2
Sebone Technologies,2
Oddball,2
Komodo Health,2
Poppulo,2
Sezzle,2
Paxera Health,2
Arctic Wolf Networks,2
3Pillar,2
Konrad Group,2
InfoStride,2
IT Monteur,2
Wingify Software,2
AI Touch,2
Pls Lawyers,2
Leading Global Consulting Firm,2
Automotive Manufacturers (AMPL),2
Aligned Automation,2
RIA Advisory,2
Telefonica,2
BIZ2X Platform Private Limited,2
Inteliment,2
Vidushi Infotech,2
Orangebits Software Technologies,2
Innowave360 Consulting Private Limited.,2
N Consulting Global,2
Guidepoint,2
HSBC,2
Jigya Software Services,2
Big 4 Accounting Firms,2
Client of EDGE,2
"Our Client is an AI Company, data engineering, and business consulting firm. Headquartered in Blr",2
SNS System,2
8848 Digital,2
Auctor Corporation,2
Rexus Group,2
Innover Digital,2
Atlassian,2
US MNC,2
Elintex Technologies,2
iQuest Management Consultants,2
Creative Synergies,2
Dhruva Automation & Controls,2
Techverito Software Solutions,2
Peoplefy Infosolutions,2
Silicon Image India Research Development,2
Returnonweb Consulting Services,2
Adient,2
quadric.io,2
Rvega,2
Paramatrix Technologies,2
Parity Cube,2
V3 Staffing,2
Flyways Softwares And Solutions,2
Truefoundry,2
Reputed MNC,2
Lucideus Tech Pvt Ltd,2
Safe Security,2
Reputed IT Company,2
Fss: Financial Software And Systems,2
Utthunga Technologies,2
Cloudphysician Healthcare,2
Leading IT Consulting MNC,2
Blue Star,2
Mediaradar,2
Pinnacle Group Inc,2
Beroe,2
Axiametrics,2
Techup Labs,2
Scopic Software,2
Sadhana It Solutions,2
Qloron Technology,2
Sourceease Hr Services,2
Valenta Bpo Solutions,2
Justlead.in,2
Tilda,2
Pristine It Code,2
Top MNC Company,2
Vodafone Idea Limited,2
Paktolus Solutions,2
TSS Consultancy,2
Digiboxx Technologies And Digital India,2
Brainwonders,2
Crimson,2
Fornax,2
Truebil,2
DTC Infotech,2
Holcim,2
Subhujo Technologies,2
Naaptol Online Shopping Pvt. Ltd.,2
Omnibridge Infotech,2
Aegis Institute Of Cyber Security,2
Aionomy,2
Qualitykiosk Technologies,2
Vipany Global Solutions,2
PROTECTT.AI Labs,2
Nugen Intelligence,2
Sapwood Ventures,2
Mindfount Infotech (opc),2
Neev Advisory Research & Consultancy Services,2
Incedo,2
Sindhuja Micro Credit,2
Workforce Next,2
Indian School of Business & Finance (ISBF),2
Bain,2
PCI India,2
LKQ India,2
The Briminc,2
PRODAT,2
Snowrelic,2
Enterprisedb Software,2
TVS Motor,2
Kuku Fm,2
Enphase Energy,2
Sutherland,2
Aptean,2
TAC Security,2
Solarwinds,2
Dell Technologies,2
Commvault,2
Haier Appliances,2
Tracxn,2
Cloudonhire,2
Mercari,2
Etomate Technology,2
Habuild,2
Regalix,2
Mashreq Global Services,2
Gokaldas Exports,2
Indegene,2
Covasant Technologies,2
Saviynt,2
L&T Technology Services (LTTS),2
Kimberly Clark Hygiene Products,2
TRUSTKLUB Consulting,2
M&G Global Services,2
Euprime Consulting,2
HR India Solutions,2
Siemens Healthcare,2
Pibit.ai,2
Analogyx Bi,2
Fello,2
Aarti Industries,2
Specialist Advisory & Intervention Group (SAIG),2
Talisman Hr Solutions,2
Pharmatek Consulting,2
Grapdes,2
Enthuziastic,2
M&S Consulting,2
Xpt Consultancy Software Services,2
A Leading IT Services Company,2
Biz-metric India,2
Gitlab,2
Tricona Digital,2
MLM Yug,2
Sunrays Image Technology,2
Gruve,2
Precisely,2
TESTQ Technologies,2
Appfillip,2
INFINX,2
Adapty Solutions,2
Edetek Inc,2
The Depository Trust & Clearing Corporation (DTCC),2
IBS Intelligence,2
Nestle,2
Allen Digital,2
Swits Digital,2
Nthinsight,2
Bombay Play,2
Superhuman Race,2
Stackadroit,2
Astegic,2
Strategic Business Systems,2
Alphasense,2
2070 Health,2
TaskUs,2
Flair Labs,2
Auxoai,2
Seven N Half,2
Ohara IT Solutions,2
Future Tech Enterprise,2
Tradebyte,2
Candor Health,2
Corporate Chanakya Services,2
Purple Marketing,2
Nyasa Enterprise,2
Vitely Bio,2
Innovative Engineering Products,2
Uniplace Overseas,2
The Mansion,2
SP Infracon,2
Astellas Pharma,2
Bridgestone - Global Capability Center,2
Hire Techly Solutions,2
3M India,2
Trintech,2
Masai School,2
Okta,2
tsworks,2
Revenera,2
Scmworx,2
Actowiz Solutions,2
Future Healthcares,2
Comet Performance Chemicals,2
Plastemartjobs,2
Lericon Informatics,2
Codemech Solutions,2
Astral Pipes,2
Lambda Therapeutic Research,2
Webential,2
DSS Imagetech,2
Quess Corp Limited,2
Wohlig Technology,2
R For Rabbit Baby Products,2
Shalby Hospitals,2
Sandesh,2
Fuso Glass India,2
Quinite Technologies India,2
mycityband,2
Rudra Alliance,2
Hetfy Software Solutions,2
Halewood Laboratories,2
Horiba India,2
Appitsimple Infotek,2
Webmd Guru,2
SK Finance,2
Zeblearn Technologies,2
Bitcomm Technologies,2
Seven N Consulting,2
Alliance University,2
Waters Corporation,2
EUROPEAN MNC,2
Synchrony,2
Yugabyte,2
Labcorp,2
Edufund,2
Ivy Knowledge Services,2
Sapphire Infocom,2
Shish Jewels,2
Shivaasha Technologies & Services,2
Nepra Environmental Solutions Technologies,2
Hof Furniture System,2
J Brrothers Overseas,2
Dson Infotech,2
Nutralike Health Care,2
Allies Business Hub,2
REPUTED MANUFACTURING & EXPORT HOUSE,2
Clear Quant,2
Ascon Infrastrucutre,2
BCforward,2
TM Management Services & Inspection Pvt Ltd,2
Akrivis Engineering & Construction,2
The British Institutes,2
Fortrea Development India,2
Gear Inc,2
Zyoin,2
Manipal Hospitals,2
Galaxeye Space,2
Reaology Lucknow,2
Pantheon Inc,2
Syansoft,2
Chegg,2
Tethys Technologies,2
Venus Jewel,2
Squareone Insights,2
ACG,2
Neuiq Technologies,2
Rollick Ice Cream,2
Sitaram Spinners,2
Talent Hired-the Job Store,2
Avanti Components,2
Root Computer,2
Actlogica,2
Instance Soft Corp,2
Biz Hero India,2
Mavensworld Training & Advisory Services,2
Tekplay Systems,2
Riveredge Analytics,2
Square Yards,2
Teknuova,2
Stratton Hr,2
Proounce,2
Swathi Business Solutions,2
Walkaroo International,2
Iris Consultants,2
Cleartax,2
Lowes Services India Private limited,2
Navi Technologies,2
Blitzenx,2
Dozee,2
Opteamix,2
Ralph Lauren,2
IT Services and Consulting,2
e-Labs Infotech,2
Bootminds Systems,2
Sadup Soft,2
Equilend,2
Omega Healthcare,2
TGP Growth Partners Llp,2
BCforward India Technologies Pvt Ltd.,2
Anupam Technologies,2
Dar Credit & Capital,2
Prayag Health,2
Urban Company (UC),2
Source Desk Global,2
Tech Exactly,2
Achiievers Equities,2
Dynamic Cables,2
Upstox,2
Unitrestech Solutions,2
Pedagogy,2
Kennect Solutions,2
One Of the MNC company,2
RNS Group,2
Agnik International,2
Fusion CX,2
TEOCO,2
Fitfyles,2
