job_title,skill,demand
Job Opportunity For Digital & Data Analytics,Python,1
Job Opportunity For Digital & Data Analytics,SQL,1
Job Opportunity For Digital & Data Analytics,Tableau,1
Job Opportunity Python Full stack Developer-PAN India (Client: TCS),AWS,1
Job Opportunity Python Full stack Developer-PAN India (Client: TCS),Azure,1
Job Opportunity Python Full stack Developer-PAN India (Client: TCS),Python,2
Job opening For DATA Engineer,Azure,1
Jr . SQL Developer / Database Developer,SQL,1
Jr Data Engineering and Intelligence,Python,1
Jr Data Engineering and Intelligence,SQL,1
Jr Data Scientist,Java,1
Jr Data Scientist,Python,1
Jr Django ( Python ) Developer,Python,1
Jr. Artificial Intelligence Engineer,Artificial Intelligence,1
Jr. Data Scientist,Python,2
Jr. Data Scientist,SQL,2
Jr. JAVA Developer,Java,1
Jr. Machine Learning Engineer,Machine Learning,1
Jr. Python Developer,Python,1
Jr. Python Django Engineer,Python,1
Jr. Software Developer - Python,Python,1
Jr. Web developer / Jr. Odoo or Python developer,Python,1
Jr./ Sr. Machine Learning Developer,Machine Learning,1
Junior Backend Python Developer,Python,1
Junior Business Analyst,SQL,1
Junior Data Analyst,SQL,1
Junior Data Analyst - Financial Services v2.0,Power BI,1
Junior Data Analyst - Financial Services v2.0,Tableau,1
Junior Data Engineer,Hadoop,1
Junior Data Engineer/Analyst (Python),Python,1
Junior Data Scientist,AWS,1
Junior Data Scientist,Azure,1
Junior Data Scientist,GCP,1
Junior Data Scientist,Python,1
Junior Data Scientist,SQL,1
Junior GCP Data Engineer - VOIS,GCP,1
Junior GCP Data Engineer - VOIS,SQL,1
Junior Game Developer,Java,1
Junior Java Developer,Java,1
Junior Python Developer,AWS,2
Junior Python Developer,Azure,2
Junior Python Developer,Git,2
Junior Python Developer,Python,4
Junior Python Developer,SQL,2
Junior Python Developers,Python,2
Junior Software Implementation Engineer,Python,1
Kafka Architecture (Admin & Development) With Python,Python,1
Kompact AI Engineering: Python Developer,Python,1
Kubernetes Administrator,Kubernetes,1
LEAD DATA ANALYST - AWS,AWS,1
LEAD DATA ANALYST - Python,Java,1
LEAD DATA ANALYST - Python,Python,1
LLM Engineer (INDIA),Deep Learning,1
Large Language Models LLMs Professional,Deep Learning,1
Lead - Data Engineer,Azure,1
Lead - Generative AI/ Maching Learning/ Artificial Intelligence,Artificial Intelligence,1
Lead - Generative AI/ Maching Learning/ Artificial Intelligence,Machine Learning,1
Lead / Senior Azure Data Engineer,Azure,1
Lead AI,Artificial Intelligence,1
Lead AI Engineer,Deep Learning,1
Lead AI Engineer,Machine Learning,1
Lead AI Engineer,PyTorch,1
Lead AI Engineer,Python,1
Lead AI Engineer,TensorFlow,1
Lead AI Engineer - US Healthcare,GCP,1
Lead AI Engineer - US Healthcare,Python,1
Lead AI Engineer - US Healthcare,SQL,1
Lead AI Engineer GCP & GenAI,Artificial Intelligence,1
Lead AI Engineer GCP & GenAI,GCP,1
Lead AI Engineer – GenAI Engineering,AWS,2
Lead AI Engineer – GenAI Engineering,Azure,2
Lead AI Engineer – GenAI Engineering,GCP,2
Lead AI/ML Engineer,PyTorch,1
Lead AI/ML Engineer,Python,1
Lead AI/ML Engineer,TensorFlow,1
Lead AWS Data Engineer,AWS,1
Lead AWS Data Engineer (DBT),AWS,2
Lead Agentic Artificial Intelligence Engineer,Artificial Intelligence,1
Lead Analyst (Tableau and Technical Report),Tableau,1
Lead Architect AWS,AWS,1
Lead Architect For Gen AI & LLM development,Spark,1
Lead Architect-Azure,Azure,3
Lead Artificial Intelligence Engineer,Artificial Intelligence,1
Lead Aws Data Engineer-- US MNC (analytics),AWS,3
Lead Azure Data Engineer - 7+ Years - Pan India,Azure,1
Lead BI Developer (Tableau),Tableau,1
Lead Big Data Engineer,SQL,1
Lead Big Data Engineer,Spark,1
Lead Big Data Engineer (GCP),GCP,1
Lead Big Data Engineer (GCP),Python,1
Lead Big Data Engineer (GCP),Spark,1
Lead Business Analyst,Python,1
Lead C++ Developer,SQL,1
Lead Data Analyst,Python,1
Lead Data Analyst,SQL,1
"Lead Data Analyst (Azure, Databricks, Python, Story Telling)",Azure,1
"Lead Data Analyst (Azure, Databricks, Python, Story Telling)",Python,1
Lead Data Analyst (NL-SQL),SQL,1
"Lead Data Analyst(SQL,Python,ETL)",Python,1
"Lead Data Analyst(SQL,Python,ETL)",SQL,1
Lead Data Engineer,AWS,2
Lead Data Engineer,Azure,1
Lead Data Engineer,GCP,4
Lead Data Engineer,Git,1
Lead Data Engineer,Hadoop,1
Lead Data Engineer,Java,2
Lead Data Engineer,SQL,2
Lead Data Engineer,Spark,2
Lead Data Engineer (Azure),Azure,1
Lead Data Engineer (GCP) Immediate Joiner,GCP,1
Lead Data Engineer - Azure,Azure,4
Lead Data Engineer - Pune - Rudder Analytics,Python,1
Lead Data Engineer - Pune - Rudder Analytics,SQL,1
Lead Data Engineer - R01558813,Azure,1
Lead Data Engineer - R01566080,AWS,1
Lead Data Engineer-SCM Integration & AWS Databricks,AWS,1
"Lead Data Integration Engineer (SQL, Snowflake, Python)",Python,1
"Lead Data Integration Engineer (SQL, Snowflake, Python)",SQL,1
Lead Data Science,Machine Learning,5
Lead Data Scientist,AWS,1
Lead Data Scientist,Artificial Intelligence,1
Lead Data Scientist,Azure,1
Lead Data Scientist,Deep Learning,1
Lead Data Scientist,GCP,1
Lead Data Scientist,Machine Learning,5
Lead Data Scientist,PyTorch,1
Lead Data Scientist,Python,2
Lead Data Scientist,SQL,1
Lead Data Scientist,TensorFlow,1
Lead Data Scientist (ML Engineering Focus),Python,1
Lead Data Scientist / Lead AI Engineer GenAI & Advanced ML,AWS,1
Lead Data Scientist / Lead AI Engineer GenAI & Advanced ML,SQL,1
"Lead Data Scientist Patient Analytics, Machine Learning & MLOps",Machine Learning,1
Lead Data Scientist | Python Dev | Bangalore | Coforge,Python,1
Lead Data Scientist/ Sr. Data Scientist - Healthcare - Immediate,Python,1
Lead Data Scientist/ Sr. Data Scientist - Healthcare - Immediate,SQL,1
Lead Data Visulaization,Power BI,1
Lead Data Visulaization,Python,1
Lead Data Visulaization,SQL,1
Lead Data Visulaization,Tableau,1
Lead Data base operations Engineer,SQL,1
Lead DevOps Engineer,AWS,1
"Lead Developer (Python, React, AWS)",AWS,1
"Lead Developer (Python, React, AWS)",Python,1
Lead Engineer,SQL,1
Lead Engineer,Spark,1
Lead Full Stack Engineer,Java,1
Lead GCP Data Engineer,GCP,6
Lead GCP Data Engineer,Python,4
Lead GCP Data Engineer,SQL,4
Lead GCP Data Engineer with US Healthcare,GCP,2
Lead GCP Data Engineer with US Healthcare,Git,2
Lead GCP Data Engineer | PAN India with MNC,GCP,1
Lead I - Data Engineering,Azure,1
Lead IDMC Developer | 5Months Contract,Azure,1
Lead IDMC Developer | 5Months Contract,SQL,1
Lead II - Software Testing (Tableau QA Engineer (Automation)),Tableau,1
Lead II - Software Testing (Tableau QA Engineer),Tableau,1
Lead Instructor - Agentic AI,Machine Learning,1
Lead Java Developer,Java,1
Lead Machine Learning Engineer,Machine Learning,7
Lead Machine Learning Engineer (Tensorflow and PyTorch),Machine Learning,1
Lead Machine Learning Engineer (Tensorflow and PyTorch),PyTorch,1
Lead Machine Learning Engineer (Tensorflow and PyTorch),TensorFlow,1
Lead Machine Learning Engineer - Talent Smart,Machine Learning,1
Lead MongoDB Database Administrator,Java,1
Lead MongoDB Database Administrator,Python,1
Lead Power BI,Power BI,1
Lead Power BI,SQL,1
Lead Principal Engineer (Python and Flask),Python,1
Lead Python,Python,1
Lead Python Backend Web Developer Information Technology IT Mahape,Python,1
Lead Python Data Engineer - Chennai/ Bangalore,Python,1
Lead Python Data Engineer - Chennai/ Bangalore,SQL,1
Lead Python Data Engineer - Chennai/ Bangalore,Spark,1
Lead Python Developer,Python,1
Lead Python Developer / GEN AI,Python,1
Lead Python Engineer,Python,3
Lead Python Engineer & AI Integration Lead,Python,1
Lead Python Full Stack Developer,Python,1
"Lead Quality Engineer- Python, SQL",Python,1
"Lead Quality Engineer- Python, SQL",SQL,1
Lead Snowflake Engineer,Azure,1
Lead Snowflake Engineer,SQL,1
Lead Software Engineer,AWS,1
Lead Software Engineer,Java,1
Lead Software Engineer,Python,1
Lead Software Engineer - Java Full Stack Developer,Java,1
"Lead Software Engineer - Java, AWS, SpringBoot",AWS,1
"Lead Software Engineer - Java, AWS, SpringBoot",Java,1
"Lead Software Engineer - Java/Python, AWS, Spark",AWS,1
"Lead Software Engineer - Java/Python, AWS, Spark",Java,1
"Lead Software Engineer - Java/Python, AWS, Spark",Python,1
"Lead Software Engineer - Java/Python, AWS, Spark",Spark,1
Lead Software Engineer - Python,Python,1
Lead Software Engineer - Python Full Stack Developer,Python,1
"Lead Software Engineer - Python, Data, Cloud, AIML",Python,1
"Lead Software Engineer Python, PySpark, AWS Markets Regulatory",AWS,1
"Lead Software Engineer Python, PySpark, AWS Markets Regulatory",Python,1
"Lead Software Engineer( Java,AWS & AI Enabled Application Development)",AWS,1
"Lead Software Engineer( Java,AWS & AI Enabled Application Development)",Git,1
"Lead Software Engineer( Java,AWS & AI Enabled Application Development)",Java,1
Lead Test Analyst (Manual+Automation),Java,1
Lead data analyst / data analytics-- US MNC (Analytics),SQL,2
Lead software engineer - ML,GCP,1
Lead – Business Development,Excel,1
"Lead, Data Governance",PyTorch,1
"Lead, Data Governance",TensorFlow,1
Lead/ Senior Data Analyst (Power BI),Power BI,1
Lead/ Senior Java Developer_ Exp: 6+ Years,Java,1
Lead/Engineering Manager,AWS,1
Lead/Engineering Manager,Azure,1
Lead/Senior Data Scientist,Python,1
Lead/Senior Data Scientist,SQL,1
Learning Designer - Technical/AI,Artificial Intelligence,1
Lending Data Scientist,Java,3
Lending Data Scientist,Python,3
Lending Risk_Senior Manager,SQL,1
Lending Risk_Team Lead,SQL,1
Liferay Developer,Java,1
Liquidity Risk Reporting - Analyst,Excel,1
Looking For Data Engineer,Python,2
Looking For Data Engineer,SQL,2
Looking For Data Engineer,Spark,2
Looking For Sr. Full Stack Developer,Azure,1
MACHINE LEARNING ENGINEER,Machine Learning,1
MANAGEMENT TRAINEE,Excel,1
MEAN + AI + Python Developers: Max 15 Days Joiners,Python,1
MIS & Reporting Analyst,SQL,2
MIS & Reporting Analyst,Tableau,2
MIS (Advance Excel),Excel,1
MIS ASSISTANT,Excel,1
MIS Executive,Excel,5
MIS Executive,SQL,1
MIS Executive (Data Analyst),Excel,1
MIS Executive (Power BI),Power BI,1
MIS Executive - Emendate,Excel,1
MIS Executive and Analyst,SQL,1
MIS Executive and Coordinator,Excel,1
MIS Professional,Excel,1
MIS-Data Analyst,Excel,1
MIS-Data Analyst,Power BI,1
MIS/DME,Excel,1
ML / LLM Engineer,PyTorch,1
ML / LLM Engineer,Python,1
ML / LLM Engineer,TensorFlow,1
ML Developer,Artificial Intelligence,1
ML Engineer,Deep Learning,1
ML Engineer,Python,1
ML Engineer Gen AI & LLM,AWS,3
ML Engineer Gen AI & LLM,Azure,3
ML Engineer Gen AI & LLM,GCP,3
ML Engineer Gen AI & LLM,Machine Learning,3
ML Intern,Machine Learning,2
ML/AI Engineer,Machine Learning,1
ML/DL Lead Senior Data scientist,Deep Learning,1
ML/DL Lead Senior Data scientist,Machine Learning,1
MLOPS Engineer,AWS,1
MLOps & AIOps / GCP Engineer,GCP,1
MLOps Engineer,Deep Learning,1
MLOps Engineer,Docker,1
MLOps Engineer,GCP,1
MLOps Engineer,Git,1
MLOps Engineer,TensorFlow,1
MLOps Engineer - 19th Mar (Thursday) - Virtual Interview,PyTorch,1
MLOps Engineer - 19th Mar (Thursday) - Virtual Interview,TensorFlow,1
MLOps Engineer(Databricks & AWS),AWS,1
MLops Engineer,Kubernetes,1
MODULE LEAD - Azure Service Fabric,Azure,1
MODULE LEAD - Big Data,SQL,1
MS Fabric Data Engineer,Azure,3
MS SQL Programmer with Big Data,SQL,1
MS-Fabric Architect,SQL,1
Machine Learning,Machine Learning,3
Machine Learning & Python,Machine Learning,1
Machine Learning & Python,Python,1
Machine Learning ( ML ) Engineer,Machine Learning,1
Machine Learning (NLP),Machine Learning,1
Machine Learning / Python & Gen AI / Deep Learning Professional,Deep Learning,1
Machine Learning / Python & Gen AI / Deep Learning Professional,Machine Learning,1
Machine Learning / Python & Gen AI / Deep Learning Professional,Python,1
"Machine Learning Compiler Engineer, Silicon",Machine Learning,1
Machine Learning Data Scientist,Machine Learning,1
Machine Learning Data Scientist - NLP,Machine Learning,1
Machine Learning Developer,Machine Learning,3
Machine Learning Engineer,AWS,2
Machine Learning Engineer,Artificial Intelligence,3
Machine Learning Engineer,Azure,3
Machine Learning Engineer,Deep Learning,4
Machine Learning Engineer,Docker,1
Machine Learning Engineer,GCP,1
Machine Learning Engineer,Machine Learning,1901
Machine Learning Engineer,PyTorch,3
Machine Learning Engineer,Python,14
Machine Learning Engineer,Spark,7
Machine Learning Engineer,TensorFlow,4
Machine Learning Engineer ( RAG & Generative AI),Machine Learning,2
Machine Learning Engineer ( RAG & Generative AI),Python,2
Machine Learning Engineer ( RAG & Generative AI),SQL,2
Machine Learning Engineer (Computer Vision),Machine Learning,1
Machine Learning Engineer (Fine-tuning / Applied),Machine Learning,1
Machine Learning Engineer (ML / DL / GenAI),Machine Learning,2
Machine Learning Engineer (MLE) / Researcher (MLR),Machine Learning,1
Machine Learning Engineer (MLE) ll,Hadoop,1
Machine Learning Engineer (MLE) ll,Machine Learning,1
Machine Learning Engineer (MLE) ll,Spark,1
Machine Learning Engineer (MLE) lll,Hadoop,1
Machine Learning Engineer (MLE) lll,Machine Learning,1
Machine Learning Engineer (MLE) lll,Spark,1
Machine Learning Engineer (MLOp's),Docker,2
Machine Learning Engineer (MLOp's),Kubernetes,2
Machine Learning Engineer (MLOp's),Machine Learning,2
Machine Learning Engineer (MLOps),Azure,2
Machine Learning Engineer (MLOps),Machine Learning,2
Machine Learning Engineer (MLOps),Python,2
Machine Learning Engineer (Mid-Level),GCP,5
Machine Learning Engineer (Mid-Level),Machine Learning,5
Machine Learning Engineer (Mid-Level),PyTorch,5
Machine Learning Engineer (Mid-Level),TensorFlow,5
Machine Learning Engineer (Mid/Senior),Machine Learning,1
Machine Learning Engineer (Python),Machine Learning,1
Machine Learning Engineer (Python),Python,1
Machine Learning Engineer (SDE 2),Machine Learning,1
Machine Learning Engineer (Speech) - AI,Machine Learning,1
Machine Learning Engineer - 4,Machine Learning,1
Machine Learning Engineer - 5,Docker,1
Machine Learning Engineer - 5,Kubernetes,1
Machine Learning Engineer - 5,Machine Learning,1
Machine Learning Engineer - 6-10 yr - Hyderabad,Machine Learning,1
Machine Learning Engineer - Apple Store Online,Machine Learning,1
Machine Learning Engineer - Computer Vision/NLP,Machine Learning,1
Machine Learning Engineer - Evaluation,Machine Learning,1
Machine Learning Engineer - Gen AI Specialist,Machine Learning,1
Machine Learning Engineer - II,Machine Learning,3
Machine Learning Engineer - Mid Level,Machine Learning,1
Machine Learning Engineer / MLOps Engineer,Machine Learning,1
Machine Learning Engineer 2,Machine Learning,1
Machine Learning Engineer 3,Machine Learning,1
Machine Learning Engineer 4,Machine Learning,2
Machine Learning Engineer 5,Machine Learning,1
Machine Learning Engineer Agentic,Machine Learning,1
Machine Learning Engineer Agentic,Python,1
Machine Learning Engineer Computer Vision & NLP,Machine Learning,1
Machine Learning Engineer Data Scientist,Machine Learning,1
Machine Learning Engineer I/II,Machine Learning,1
Machine Learning Engineer II,Machine Learning,4
Machine Learning Engineer II - Reco Systems & Agentic AI,Machine Learning,1
Machine Learning Engineer III (NLP),Machine Learning,1
Machine Learning Engineer III - Recommendation System,Machine Learning,1
Machine Learning Engineer III - Recommendation Systems,Machine Learning,1
Machine Learning Engineer IV Biometrics,Machine Learning,1
Machine Learning Engineer Intern,Machine Learning,1
Machine Learning Engineer Mid Level,Machine Learning,1
Machine Learning Engineer Professional,Machine Learning,2
Machine Learning Engineer Senior Manager,Machine Learning,1
Machine Learning Engineer Trainee,Machine Learning,1
Machine Learning Engineer VFX,Machine Learning,1
Machine Learning Engineer required in MNC _ Permanent Position,Machine Learning,1
Machine Learning Engineer required in MNC _ Permanent Position,Python,1
Machine Learning Engineer required in MNC _ Permanent Position,SQL,1
Machine Learning Engineer(Computer Vision),Machine Learning,1
"Machine Learning Engineer, Apple Intelligence",Machine Learning,1
"Machine Learning Engineer, Chakra",Machine Learning,1
"Machine Learning Engineer, Design Verification, Silicon",Machine Learning,1
"Machine Learning Engineer, Expert",Machine Learning,1
"Machine Learning Engineer, VP",Machine Learning,1
"Machine Learning Engineer,AIML Engineer,Data Scientist,MI Engineer",Machine Learning,2
Machine Learning Engineer- LLM & Systems Focus,Machine Learning,1
Machine Learning Engineer-Digital Twin,Machine Learning,1
Machine Learning Engineer/ AI Engineer,Machine Learning,2
Machine Learning Engineer/Data Engineer,Machine Learning,1
Machine Learning Engineer/Data Scientist,Machine Learning,1
Machine Learning Engineering Intern,Machine Learning,1
Machine Learning Engineering Senior Engineer,Machine Learning,2
Machine Learning Expert,Machine Learning,1
Machine Learning Intern,Machine Learning,3
Machine Learning Intern ),Machine Learning,1
Machine Learning Internship,Machine Learning,1
Machine Learning Lead,Machine Learning,1
Machine Learning Lead – Agentic AI Systems,Machine Learning,1
Machine Learning Ops Engineer,Machine Learning,1
Machine Learning Ops engineer,Machine Learning,1
Machine Learning Physical Design Engineer,Machine Learning,1
Machine Learning Platform Engineer,Machine Learning,1
Machine Learning Professional,Machine Learning,1
Machine Learning Researcher,Machine Learning,1
Machine Learning Scientist (ASR),Machine Learning,1
Machine Learning Scientist (LLM),Machine Learning,1
Machine Learning Scientist - NLP,Machine Learning,1
Machine Learning Scientist II,Machine Learning,1
Machine Learning Smartphone Developer,Machine Learning,1
Machine Learning Software Engineer,Machine Learning,1
Machine Learning Specialist,Machine Learning,2
Machine Learning Systems Engineer,Machine Learning,1
Machine Learning Team Lead,Machine Learning,1
Machine Learning and AI,Machine Learning,1
Machine Learning and Data Engineer,Machine Learning,2
Machine Learning and Data Engineer,Python,2
Machine Learning and Data Engineer,Spark,2
Machine Learning and Signal Processing Engineer,Machine Learning,1
Machine Learning and Signal Processing Engineer,Python,1
Machine Learning and Signal Processing Engineer,TensorFlow,1
Machine Learning and Statistical Modelling,Machine Learning,1
Machine Learning engineer,Machine Learning,1
"Machine Learning, AI/ML, GCP",GCP,2
"Machine Learning, AI/ML, GCP",Machine Learning,2
Machine Learning/Gen Ai Engineer,Machine Learning,1
Machine Vision Engineer -Design & Development,PyTorch,1
Machine Vision Engineer -Design & Development,Python,1
Machine learning Engineer,Kubernetes,1
Machine learning Engineer,Machine Learning,4
Machine learning and AI Engineer,Machine Learning,1
Machine learning engineer,Machine Learning,1
"Mainframe Testing Engineer(JCL, DB2, CICS)",SQL,1
Manager - Data Engineer (Alteryx + Python + SQL),Python,1
Manager - Data Engineer (Alteryx + Python + SQL),SQL,1
Manager - Data Science,Python,1
Manager - Data Scientist,Machine Learning,1
"Manager - Information Technology, Data Engineering",Python,1
Manager Analytics & Data Insights (FMCG),Power BI,1
Manager Analytics & Data Insights (FMCG),Tableau,1
Manager Product Owner (Global Treasury controllership),SQL,1
Manager Technology|Python,Python,1
"Manager, Analytics (Pharma)",Machine Learning,1
"Manager, Machine Learning",Machine Learning,5
"Manager, Machine Learning Engineer",Machine Learning,1
"Manager, Professional Services",AWS,1
"Manager, Professional Services",Azure,1
"Manager, Professional Services",GCP,1
Manager- BRE Development,SQL,1
Manager-II - IT CUSTOMER & DISTRIBUTION SYS,Python,1
Marketing Data & Insights Specialist,SQL,1
Master Data Management Analyst II,Excel,1
Master Data Management Analyst II,Power BI,1
Material Scientist with Python Experience - Freelance AI Trainer,Python,1
Measurement & Report Senior Analyst,Excel,1
Member of Technical Staff- Machine Learning,Machine Learning,1
Microsoft Power BI Senior Technical Specialist,Power BI,1
Mid Data Engineer,Spark,1
Mis Analyst,Excel,4
Mis Analyst,SQL,1
Mis Executive,Excel,6
Mis Executive (Data Analyst),Excel,1
Mis Executive (Third Party Payroll),Excel,1
Mis Executive_Noida,Excel,1
Ml Engineer,Machine Learning,2
Ml Engineer,PyTorch,2
Modeling Centre of Excellence: Forecasting_ Analyst,Machine Learning,1
Modeling Centre of Excellence: Forecasting_ Analyst,Python,1
Module Lead - Big Data,AWS,1
Module Lead - Big Data,SQL,1
Module Lead - Data Bricks,Azure,1
Module Lead - Data Bricks,SQL,1
Module Lead and Senior Software Engineer,Azure,1
Module Lead and Senior Software Engineer,SQL,1
Module Lead(Java),Java,1
MongoDB Database Administrator,Java,1
MongoDB Database Administrator,Python,1
"MuleSoft Developer - Python , AI",Python,1
Mulesoft + Java EE + SQL Professional,Java,1
Mulesoft + Java EE + SQL Professional,SQL,1
Mulesoft Lead,Git,1
Multimodal Ai Specalist,Python,1
Murex Analyst,Git,1
Murex Business Analyst,SQL,1
NBBL - Lead/Senior Lead Application Development(Java Developer),Java,1
NBBL - Senior Associate Application Development (Java Developer ),Java,1
NET React Developer,Azure,1
NLP Developer,Python,1
NTT Data- Job Opening For Python developer,Python,1
NTT Data- Job Opening For Python developer with framework,Python,1
"NTT Data- Job Opening For Python developer@ Bangalore, hyderabad only",GCP,1
"NTT Data- Job Opening For Python developer@ Bangalore, hyderabad only",Hadoop,1
"NTT Data- Job Opening For Python developer@ Bangalore, hyderabad only",Python,1
NTT Data- Job opening For Python developer with MLOPS,Python,1
Net + Kubernetes,Kubernetes,1
NetSuite Developer & EDI Systems Support,Python,1
Netcracker support Engineer,SQL,1
Node JS Developer,SQL,1
Node.JS & GCP,GCP,1
Oliver Wyman Lead Business Analyst (SQL & Excel) or,Excel,1
Oliver Wyman Lead Business Analyst (SQL & Excel) or,SQL,1
OpenShift & AI Cloud Specialist,Kubernetes,1
Opening For AI/ML Python Developer Bangalore and Hyderabad location,Python,1
Opening For AWS Data engineer,AWS,1
Opening For Azure data engineer,Azure,1
Opening For Big data engineer,GCP,1
Opening For GCP Data Engineer-Female Hiring,GCP,2
Opening For GCP Data Engineer-Pan India,GCP,2
Opening For GCP data engineer,GCP,1
Opening For Gen AI,Python,1
Opening For Python ETL Data Engineer,Python,1
Opening For Python GEN AI Engineer Mumbai Location,Python,1
Opening For Senior Python Engineer,Python,1
Opening For a AWS Data Engineer,AWS,1
"Opening For data reporting ( Python, SQL, Advance Excel)",Excel,1
"Opening For data reporting ( Python, SQL, Advance Excel)",Python,1
"Opening For data reporting ( Python, SQL, Advance Excel)",SQL,1
Openings - GCP Data Engineer | Getronics Solutions| Chennai,GCP,1
Operations Analyst,Excel,1
Operations Executive,Excel,1
"Operations Manager, Business Operations (Payments and Risks Analytics)",Python,1
Opportunity For Python Gen AI Developer,Python,1
Oracle PBCS Technical Intern - Mastek,SQL,1
Oracle PL / SQL Developer,SQL,1
Oracle PLSQL (Forms & Reports),SQL,1
"Oracle, PL/ SQL, SQL, Unix Shell Developers",SQL,1
PBI - SQL,Power BI,1
PBI - SQL,SQL,1
PHP Developer,SQL,1
PL SQL + Java scripting professional,Java,1
PL SQL + Java scripting professional,SQL,1
PL SQL Python,Python,1
PL SQL Python,SQL,1
PL/SQL & Python Developer,Python,1
PL/SQL & Python Developer,SQL,1
PL/SQL Professional,SQL,1
PL/SQL_Professional,SQL,1
PLSQL Developer - Python / Oracle,Python,1
PMO/Data Analyst,Excel,1
PMO/Data Analyst,Power BI,1
PYTHON DEVELOPER,Python,4
PYTHON DEVELOPER (Core Python Development),Python,1
PYthon Developer,Python,1
Paid Media Analyst,Excel,1
Palantir Data Engineer,Python,1
Palantir Data Engineer,SQL,1
Palantir Developer,Java,1
Palantir Developer,Python,1
Palantir Developer,Spark,1
Palantir Foundry,Python,1
Partner Consultant - Data Engineer,Python,1
Partner Consultant - Data Engineer,SQL,1
Partner Consultant - Data Engineer,Spark,1
Paymode Data Analyst,Excel,1
Paymode Data Analyst,SQL,1
Pentaho ETL Professional,Java,1
Pentaho ETL Professional,Python,1
Performance Testing Tools Expertise - Tester,Git,1
Perl n Python Developer,Python,1
Perl/Python Developer @BFSI Domain,Python,1
Platform Engineer - Azure Data Factory & Databricks,Azure,1
Platform Software Engineer (Python and Big Data),Python,1
Postgre SQL Transition Professional,SQL,1
"PostgreSQL DBA - Cloud, Linux - Kolkata",AWS,1
"PostgreSQL DBA - Cloud, Linux - Kolkata",Azure,1
"PostgreSQL DBA - Cloud, Linux - Kolkata",GCP,1
Power BI,Power BI,1
Power BI (Data Analyst) Consultant,Power BI,1
Power BI - Engineer,Power BI,4
Power BI Analyst,Power BI,1
Power BI Data Analyst / Engineer,Power BI,2
Power BI Data Analyst / Engineer,SQL,2
Power BI Data Analysts,Power BI,1
Power BI Data Analytics / Visualization Engineer,Power BI,1
Power BI Data Engineer,Power BI,1
Power BI Developer,Azure,2
Power BI Developer,Power BI,12
Power BI Developer,Python,1
Power BI Developer - Freelancer- Support Engineer,Power BI,3
Power BI Developer - Power BI & SQL,Power BI,1
Power BI Developer - Power BI & SQL,SQL,1
Power BI Developer MS Fabric,Power BI,1
Power BI Developer Manufacturing_Infosys,Power BI,1
Power BI Developer | Infosys,Power BI,1
Power BI Developer/Analyst,Power BI,1
Power BI Engineer Mid Level,Power BI,1
Power BI Engineer Mid Level,SQL,1
Power BI Lead/ Sr. BI Specialist,Power BI,1
Power BI Senior Engineer,Power BI,4
Power BI with Snowflake,Power BI,1
Power BI with Snowflake,SQL,1
Power Bi Analyst,Power BI,1
Power Bi Developer,Power BI,6
Power Bi Developer or Senior Data Analyst,Power BI,1
Power Bi Developer or Senior Data Analyst,Tableau,1
Power platform developer,Python,1
PowerBI + PostgreSQL Professionals,Power BI,1
Practice Head - Data Analytics & Artificial Intelligence,Artificial Intelligence,2
Principal - AI & Data (Pharma/Lifesciences),AWS,1
Principal AI Engineer,Artificial Intelligence,1
Principal AI Engineer,Machine Learning,1
Principal Architect Lead Architect - GCP,GCP,1
Principal Data Engineer (GCP),GCP,1
"Principal Data Engineer (Python, Snowflake, AWS & DBT)",AWS,1
"Principal Data Engineer (Python, Snowflake, AWS & DBT)",Azure,1
"Principal Data Engineer (Python, Snowflake, AWS & DBT)",GCP,1
"Principal Data Engineer (Python, Snowflake, AWS & DBT)",Python,1
Principal Data Scientist,Machine Learning,6
Principal Data Scientist,Python,1
Principal Data Scientist - Advanced Machine Learning,Machine Learning,1
Principal Data Scientist - Conversion,Machine Learning,1
Principal Engineer,Java,1
Principal Engineer,Kubernetes,2
Principal Engineer (Mendix + java),Java,1
Principal Engineer - AWS/Infra/DevOps,AWS,1
Principal Engineer - Java / Jakarta EE,AWS,1
Principal Engineer - Java / Jakarta EE,Azure,1
Principal Engineer - Java / Jakarta EE,GCP,1
Principal Engineer - Java / Jakarta EE,Java,1
Principal Engineer - Java and Jakarta,Java,1
Principal Engineer - Java/ Jakarta EE,Java,2
"Principal Engineer - Machine Learning, HW Accelators",Deep Learning,1
"Principal Engineer - Machine Learning, HW Accelators",Machine Learning,1
Principal Engineer - Virtualization & Kubernetes,Kubernetes,1
Principal Engineer Chennai (Core Java),Java,1
Principal Engineer Fullstack (AngularJs-Java),Java,1
"Principal Engineer, Java",Java,1
"Principal Engineer, Java Fullstack",Java,2
"Principal Engineer,SQL Database",SQL,1
"Principal Engineer- Technical Architect( Java, Kafka, AWS, Agentic Ai)",AWS,1
"Principal Engineer- Technical Architect( Java, Kafka, AWS, Agentic Ai)",Java,1
Principal GCP Data Architect,GCP,1
Principal Machine Learning Engineer,AWS,1
Principal Machine Learning Engineer,Azure,1
Principal Machine Learning Engineer,GCP,1
Principal Machine Learning Engineer,Machine Learning,6
Principal Machine Learning Engineer - Model Efficiency Optimization,Machine Learning,1
"Principal Machine Learning Engineer, Document AI Data",Machine Learning,1
